Date;Time;Temperature (C);Humidity (%)
09.09.2024;16:26:20;13.1;73.4
09.09.2024;16:26:25;13.1;73.5
09.09.2024;16:26:30;13.1;73.6
09.09.2024;16:26:35;13.1;73.7
09.09.2024;16:26:40;13.1;73.9
09.09.2024;16:26:45;13.1;74.0
09.09.2024;16:26:50;13.1;74.1
09.09.2024;16:26:55;13.1;74.2
09.09.2024;16:27:00;13.1;74.3
09.09.2024;16:27:05;13.1;74.5
09.09.2024;16:27:10;13.1;74.7
09.09.2024;16:27:15;13.1;74.8
09.09.2024;16:27:20;13.1;75.0
09.09.2024;16:27:25;13.1;75.0
09.09.2024;16:27:30;13.1;75.0
09.09.2024;16:27:35;13.1;75.1
09.09.2024;16:27:40;13.1;75.2
09.09.2024;16:27:45;13.1;75.4
09.09.2024;16:27:50;13.1;75.5
09.09.2024;16:27:55;13.1;75.6
09.09.2024;16:28:00;13.1;75.7
09.09.2024;16:28:05;13.1;75.8
09.09.2024;16:28:10;13.1;76.0
09.09.2024;16:28:15;13.1;76.0
09.09.2024;16:28:20;13.1;76.2
09.09.2024;16:28:25;13.1;76.2
09.09.2024;16:28:30;13.1;76.3
09.09.2024;16:28:35;13.2;76.5
09.09.2024;16:28:40;13.1;76.5
09.09.2024;16:28:45;13.1;76.6
09.09.2024;16:28:50;13.2;76.8
09.09.2024;16:28:55;13.2;77.0
09.09.2024;16:29:00;13.2;77.1
09.09.2024;16:29:05;13.2;77.2
09.09.2024;16:29:10;13.2;77.3
09.09.2024;16:29:15;13.2;77.4
09.09.2024;16:29:20;13.2;77.5
09.09.2024;16:29:25;13.2;77.5
09.09.2024;16:29:30;13.2;77.6
09.09.2024;16:29:35;13.2;77.6
09.09.2024;16:29:40;13.2;77.5
09.09.2024;16:29:45;13.2;77.5
09.09.2024;16:29:50;13.2;77.5
09.09.2024;16:29:55;13.2;77.4
09.09.2024;16:30:00;13.2;77.3
09.09.2024;16:30:05;13.2;77.2
09.09.2024;16:30:10;13.2;77.0
09.09.2024;16:30:15;13.2;76.8
09.09.2024;16:30:20;13.2;76.6
09.09.2024;16:30:25;13.2;76.3
09.09.2024;16:30:30;13.3;76.1
09.09.2024;16:30:35;13.3;75.8
09.09.2024;16:30:40;13.3;75.5
09.09.2024;16:30:45;13.3;75.2
09.09.2024;16:30:50;13.3;74.8
09.09.2024;16:30:55;13.3;74.5
09.09.2024;16:31:00;13.3;74.2
09.09.2024;16:31:05;13.2;73.9
09.09.2024;16:31:10;13.3;73.7
09.09.2024;16:31:15;13.3;73.3
09.09.2024;16:31:20;13.3;73.0
09.09.2024;16:31:25;13.3;72.8
09.09.2024;16:31:30;13.3;72.5
09.09.2024;16:31:35;13.3;72.3
09.09.2024;16:31:40;13.3;72.0
09.09.2024;16:31:45;13.3;71.8
09.09.2024;16:31:50;13.3;71.5
09.09.2024;16:31:55;13.3;71.1
09.09.2024;16:32:00;13.3;70.8
09.09.2024;16:32:05;13.3;70.6
09.09.2024;16:32:10;13.3;70.2
09.09.2024;16:32:15;13.3;69.9
09.09.2024;16:32:20;13.2;69.5
09.09.2024;16:32:25;13.3;69.1
09.09.2024;16:32:30;13.3;68.7
09.09.2024;16:32:35;13.2;68.4
09.09.2024;16:32:40;13.2;68.0
09.09.2024;16:32:45;13.3;67.6
09.09.2024;16:32:50;13.2;67.3
09.09.2024;16:32:55;13.2;66.9
09.09.2024;16:33:00;13.2;66.6
09.09.2024;16:33:05;13.2;66.4
09.09.2024;16:33:10;13.2;66.1
09.09.2024;16:33:15;13.2;65.8
09.09.2024;16:33:20;13.2;65.5
09.09.2024;16:33:25;13.2;65.2
09.09.2024;16:33:30;13.2;64.8
09.09.2024;16:33:35;13.2;64.4
09.09.2024;16:33:40;13.2;64.2
09.09.2024;16:33:45;13.2;63.9
09.09.2024;16:33:50;13.2;63.5
09.09.2024;16:33:55;13.2;63.2
09.09.2024;16:34:00;13.2;63.0
09.09.2024;16:34:05;13.2;62.9
09.09.2024;16:34:10;13.2;62.5
09.09.2024;16:34:15;13.1;62.2
09.09.2024;16:34:20;13.1;61.8
09.09.2024;16:34:25;13.1;61.6
09.09.2024;16:34:30;13.1;61.3
09.09.2024;16:34:35;13.1;61.1
09.09.2024;16:34:40;13.1;60.8
09.09.2024;16:34:45;13.1;60.4
09.09.2024;16:34:50;13.1;60.4
09.09.2024;16:34:55;13.1;59.9
09.09.2024;16:35:00;13.1;59.5
09.09.2024;16:35:05;13.1;59.2
09.09.2024;16:35:10;13.1;58.7
09.09.2024;16:35:15;13.1;58.5
09.09.2024;16:35:20;13.1;58.1
09.09.2024;16:35:25;13.1;57.7
09.09.2024;16:35:30;13.1;57.3
09.09.2024;16:35:35;13.0;57.1
09.09.2024;16:35:40;13.0;56.9
09.09.2024;16:35:45;13.0;56.5
09.09.2024;16:35:50;13.0;56.4
09.09.2024;16:35:55;13.0;56.4
09.09.2024;16:36:00;13.0;56.3
09.09.2024;16:36:05;13.0;56.1
09.09.2024;16:36:10;13.0;55.9
09.09.2024;16:36:15;12.9;55.7
09.09.2024;16:36:20;13.0;55.7
09.09.2024;16:36:25;12.9;55.5
09.09.2024;16:36:30;12.9;55.2
09.09.2024;16:36:35;12.9;54.9
09.09.2024;16:36:40;12.9;54.7
09.09.2024;16:36:45;12.9;54.6
09.09.2024;16:36:50;12.9;54.6
09.09.2024;16:36:55;12.9;54.4
09.09.2024;16:37:00;12.9;54.1
09.09.2024;16:37:05;12.9;53.8
09.09.2024;16:37:10;12.9;53.3
09.09.2024;16:37:15;12.9;53.1
09.09.2024;16:37:20;12.8;52.8
09.09.2024;16:37:25;12.8;52.7
09.09.2024;16:37:30;12.8;52.6
09.09.2024;16:37:35;12.8;52.5
09.09.2024;16:37:40;12.8;52.4
09.09.2024;16:37:45;12.8;52.4
09.09.2024;16:37:50;12.8;52.5
09.09.2024;16:37:55;12.8;52.6
09.09.2024;16:38:00;12.8;52.7
09.09.2024;16:38:05;12.8;52.7
09.09.2024;16:38:10;12.8;52.8
09.09.2024;16:38:15;12.8;52.8
09.09.2024;16:38:20;12.7;52.8
09.09.2024;16:38:25;12.7;52.9
09.09.2024;16:38:30;12.7;53.1
09.09.2024;16:38:35;12.7;53.2
09.09.2024;16:38:40;12.7;53.4
09.09.2024;16:38:45;12.7;53.5
09.09.2024;16:38:50;12.7;53.8
09.09.2024;16:38:55;12.7;54.0
09.09.2024;16:39:00;12.7;54.2
09.09.2024;16:39:05;12.7;54.5
09.09.2024;16:39:10;12.7;54.8
09.09.2024;16:39:15;12.7;55.1
09.09.2024;16:39:20;12.7;55.4
09.09.2024;16:39:25;12.7;55.7
09.09.2024;16:39:30;12.7;56.0
09.09.2024;16:39:35;12.6;56.2
09.09.2024;16:39:40;12.6;56.5
09.09.2024;16:39:45;12.7;56.9
09.09.2024;16:39:50;12.6;57.1
09.09.2024;16:39:55;12.6;57.4
09.09.2024;16:40:00;12.6;57.7
09.09.2024;16:40:05;12.6;58.0
09.09.2024;16:40:10;12.6;58.3
09.09.2024;16:40:15;12.6;58.6
09.09.2024;16:40:20;12.6;58.9
09.09.2024;16:40:25;12.6;59.2
09.09.2024;16:40:30;12.6;59.5
09.09.2024;16:40:35;12.6;59.7
09.09.2024;16:40:40;12.6;60.1
09.09.2024;16:40:45;12.6;60.1
09.09.2024;16:40:50;12.6;60.3
09.09.2024;16:40:55;12.6;60.6
09.09.2024;16:41:00;12.6;60.8
09.09.2024;16:41:05;12.6;61.0
09.09.2024;16:41:10;12.6;61.2
09.09.2024;16:41:15;12.6;61.5
09.09.2024;16:41:20;12.6;61.7
09.09.2024;16:41:25;12.6;61.9
09.09.2024;16:41:30;12.6;62.0
09.09.2024;16:41:35;12.6;62.2
09.09.2024;16:41:40;12.6;62.4
09.09.2024;16:41:45;12.6;62.6
09.09.2024;16:41:50;12.6;62.8
09.09.2024;16:41:55;12.6;63.0
09.09.2024;16:42:00;12.6;63.2
09.09.2024;16:42:05;12.6;63.4
09.09.2024;16:42:10;12.6;63.6
09.09.2024;16:42:15;12.6;63.7
09.09.2024;16:42:20;12.6;64.0
09.09.2024;16:42:25;12.6;64.1
09.09.2024;16:42:30;12.6;64.3
09.09.2024;16:42:35;12.6;64.5
09.09.2024;16:42:40;12.6;64.6
09.09.2024;16:42:45;12.6;64.8
09.09.2024;16:42:50;12.6;64.9
09.09.2024;16:42:55;12.5;65.0
09.09.2024;16:43:00;12.6;65.2
09.09.2024;16:43:05;12.6;65.3
09.09.2024;16:43:10;12.6;65.4
09.09.2024;16:43:15;12.6;65.6
09.09.2024;16:43:20;12.6;65.8
09.09.2024;16:43:25;12.6;65.9
09.09.2024;16:43:30;12.6;66.1
09.09.2024;16:43:35;12.6;66.2
09.09.2024;16:43:40;12.6;66.4
09.09.2024;16:43:45;12.6;66.5
09.09.2024;16:43:50;12.6;66.7
09.09.2024;16:43:55;12.6;66.8
09.09.2024;16:44:00;12.6;66.9
09.09.2024;16:44:05;12.6;67.1
09.09.2024;16:44:10;12.6;67.2
09.09.2024;16:44:15;12.6;67.4
09.09.2024;16:44:20;12.6;67.5
09.09.2024;16:44:25;12.6;67.6
09.09.2024;16:44:30;12.6;67.8
09.09.2024;16:44:35;12.6;67.9
09.09.2024;16:44:40;12.6;68.0
09.09.2024;16:44:45;12.6;68.1
09.09.2024;16:44:50;12.6;68.2
09.09.2024;16:44:55;12.6;68.4
09.09.2024;16:45:00;12.6;68.4
09.09.2024;16:45:05;12.6;68.6
09.09.2024;16:45:10;12.6;68.8
09.09.2024;16:45:15;12.6;68.9
09.09.2024;16:45:20;12.6;69.0
09.09.2024;16:45:25;12.6;69.1
09.09.2024;16:45:30;12.6;69.2
09.09.2024;16:45:35;12.6;69.3
09.09.2024;16:45:40;12.6;69.5
09.09.2024;16:45:45;12.6;69.5
09.09.2024;16:45:50;12.6;69.7
09.09.2024;16:45:55;12.6;69.7
09.09.2024;16:46:00;12.6;69.8
09.09.2024;16:46:05;12.6;69.9
09.09.2024;16:46:10;12.6;70.0
09.09.2024;16:46:15;12.6;70.1
09.09.2024;16:46:20;12.6;70.2
09.09.2024;16:46:25;12.6;70.3
09.09.2024;16:46:30;12.6;70.3
09.09.2024;16:46:35;12.6;70.4
09.09.2024;16:46:40;12.6;70.6
09.09.2024;16:46:45;12.7;70.7
09.09.2024;16:46:50;12.6;70.8
09.09.2024;16:46:55;12.6;70.9
09.09.2024;16:47:00;12.7;71.0
09.09.2024;16:47:05;12.6;71.1
09.09.2024;16:47:10;12.7;71.3
09.09.2024;16:47:15;12.6;71.4
09.09.2024;16:47:20;12.6;71.4
09.09.2024;16:47:25;12.7;71.6
09.09.2024;16:47:30;12.7;71.7
09.09.2024;16:47:35;12.7;71.8
09.09.2024;16:47:40;12.7;71.9
09.09.2024;16:47:45;12.7;72.0
09.09.2024;16:47:50;12.7;72.0
09.09.2024;16:47:55;12.7;72.1
09.09.2024;16:48:00;12.7;72.3
09.09.2024;16:48:05;12.7;72.3
09.09.2024;16:48:10;12.7;72.4
09.09.2024;16:48:15;12.7;72.4
09.09.2024;16:48:20;12.7;72.5
09.09.2024;16:48:25;12.7;72.5
09.09.2024;16:48:30;12.7;72.6
09.09.2024;16:48:35;12.7;72.7
09.09.2024;16:48:40;12.7;72.7
09.09.2024;16:48:45;12.7;72.6
09.09.2024;16:48:50;12.7;72.6
09.09.2024;16:48:55;12.7;72.5
09.09.2024;16:49:00;12.7;72.4
09.09.2024;16:49:05;12.7;72.3
09.09.2024;16:49:10;12.7;72.2
09.09.2024;16:49:15;12.7;72.1
09.09.2024;16:49:20;12.7;71.9
09.09.2024;16:49:25;12.7;71.8
09.09.2024;16:49:30;12.7;71.6
09.09.2024;16:49:35;12.7;71.5
09.09.2024;16:49:40;12.7;71.3
09.09.2024;16:49:45;12.7;71.1
09.09.2024;16:49:50;12.7;70.9
09.09.2024;16:49:55;12.7;70.8
09.09.2024;16:50:00;12.7;70.6
09.09.2024;16:50:05;12.7;70.3
09.09.2024;16:50:10;12.7;70.2
09.09.2024;16:50:15;12.7;69.9
09.09.2024;16:50:20;12.7;69.8
09.09.2024;16:50:25;12.7;69.6
09.09.2024;16:50:30;12.7;69.4
09.09.2024;16:50:35;12.7;69.3
09.09.2024;16:50:40;12.7;69.0
09.09.2024;16:50:45;12.7;68.8
09.09.2024;16:50:50;12.7;68.7
09.09.2024;16:50:55;12.7;68.4
09.09.2024;16:51:00;12.7;68.2
09.09.2024;16:51:05;12.7;68.0
09.09.2024;16:51:10;12.7;67.7
09.09.2024;16:51:15;12.7;67.5
09.09.2024;16:51:20;12.7;67.2
09.09.2024;16:51:25;12.7;67.0
09.09.2024;16:51:30;12.7;66.8
09.09.2024;16:51:35;12.7;66.6
09.09.2024;16:51:40;12.7;66.3
09.09.2024;16:51:45;12.7;66.1
09.09.2024;16:51:50;12.7;66.0
09.09.2024;16:51:55;12.7;65.7
09.09.2024;16:52:00;12.7;65.4
09.09.2024;16:52:05;12.7;65.2
09.09.2024;16:52:10;12.7;65.0
09.09.2024;16:52:15;12.6;64.8
09.09.2024;16:52:20;12.7;64.7
09.09.2024;16:52:25;12.6;64.5
09.09.2024;16:52:30;12.6;64.4
09.09.2024;16:52:35;12.7;64.3
09.09.2024;16:52:40;12.6;64.1
09.09.2024;16:52:45;12.6;64.0
09.09.2024;16:52:50;12.6;63.9
09.09.2024;16:52:55;12.6;63.7
09.09.2024;16:53:00;12.6;63.7
09.09.2024;16:53:05;12.6;63.5
09.09.2024;16:53:10;12.6;63.4
09.09.2024;16:53:15;12.6;63.2
09.09.2024;16:53:20;12.6;63.0
09.09.2024;16:53:25;12.6;62.9
09.09.2024;16:53:30;12.6;62.8
09.09.2024;16:53:35;12.6;62.7
09.09.2024;16:53:40;12.6;62.5
09.09.2024;16:53:45;12.6;62.4
09.09.2024;16:53:50;12.6;62.1
09.09.2024;16:53:55;12.6;62.0
09.09.2024;16:54:00;12.6;61.8
09.09.2024;16:54:05;12.6;61.6
09.09.2024;16:54:10;12.6;61.5
09.09.2024;16:54:15;12.6;61.2
09.09.2024;16:54:20;12.6;61.1
09.09.2024;16:54:25;12.5;60.9
09.09.2024;16:54:30;12.5;60.8
09.09.2024;16:54:35;12.5;60.6
09.09.2024;16:54:40;12.5;60.3
09.09.2024;16:54:45;12.5;60.1
09.09.2024;16:54:50;12.5;60.1
09.09.2024;16:54:55;12.5;59.7
09.09.2024;16:55:00;12.5;59.5
09.09.2024;16:55:05;12.5;59.3
09.09.2024;16:55:10;12.5;59.2
09.09.2024;16:55:15;12.5;59.0
09.09.2024;16:55:20;12.5;58.9
09.09.2024;16:55:25;12.5;58.8
09.09.2024;16:55:30;12.4;58.6
09.09.2024;16:55:35;12.5;58.6
09.09.2024;16:55:40;12.4;58.5
09.09.2024;16:55:45;12.5;58.5
09.09.2024;16:55:50;12.4;58.4
09.09.2024;16:55:55;12.4;58.3
09.09.2024;16:56:00;12.4;58.3
09.09.2024;16:56:05;12.4;58.3
09.09.2024;16:56:10;12.4;58.2
09.09.2024;16:56:15;12.4;58.3
09.09.2024;16:56:20;12.4;58.3
09.09.2024;16:56:25;12.4;58.3
09.09.2024;16:56:30;12.4;58.2
09.09.2024;16:56:35;12.3;58.1
09.09.2024;16:56:40;12.4;58.2
09.09.2024;16:56:45;12.3;58.1
09.09.2024;16:56:50;12.3;58.2
09.09.2024;16:56:55;12.3;58.2
09.09.2024;16:57:00;12.3;58.2
09.09.2024;16:57:05;12.3;58.2
09.09.2024;16:57:10;12.3;58.2
09.09.2024;16:57:15;12.3;58.3
09.09.2024;16:57:20;12.3;58.2
09.09.2024;16:57:25;12.3;58.2
09.09.2024;16:57:30;12.3;58.1
09.09.2024;16:57:35;12.3;58.0
09.09.2024;16:57:40;12.3;58.0
09.09.2024;16:57:45;12.3;58.0
09.09.2024;16:57:50;12.3;58.0
09.09.2024;16:57:55;12.3;57.9
09.09.2024;16:58:00;12.3;57.7
09.09.2024;16:58:05;12.2;57.5
09.09.2024;16:58:10;12.2;57.4
09.09.2024;16:58:15;12.2;57.3
09.09.2024;16:58:20;12.2;57.1
09.09.2024;16:58:25;12.2;56.9
09.09.2024;16:58:30;12.2;56.8
09.09.2024;16:58:35;12.2;56.6
09.09.2024;16:58:40;12.2;56.5
09.09.2024;16:58:45;12.2;56.4
09.09.2024;16:58:50;12.2;56.2
09.09.2024;16:58:55;12.2;56.0
09.09.2024;16:59:00;12.2;55.8
09.09.2024;16:59:05;12.1;55.6
09.09.2024;16:59:10;12.1;55.5
09.09.2024;16:59:15;12.1;55.4
09.09.2024;16:59:20;12.1;55.4
09.09.2024;16:59:25;12.1;55.4
09.09.2024;16:59:30;12.1;55.3
09.09.2024;16:59:35;12.1;55.2
09.09.2024;16:59:40;12.1;55.0
09.09.2024;16:59:45;12.0;54.8
09.09.2024;16:59:50;12.1;54.7
09.09.2024;16:59:55;12.0;54.5
09.09.2024;17:00:00;12.1;54.5
09.09.2024;17:00:05;12.1;54.4
09.09.2024;17:00:10;12.0;54.3
09.09.2024;17:00:15;12.0;54.4
09.09.2024;17:00:20;12.0;54.4
09.09.2024;17:00:25;12.0;54.5
09.09.2024;17:00:30;12.0;54.6
09.09.2024;17:00:35;12.0;54.7
09.09.2024;17:00:40;11.9;54.7
09.09.2024;17:00:45;11.9;54.9
09.09.2024;17:00:50;12.0;55.0
09.09.2024;17:00:55;12.0;55.2
09.09.2024;17:01:00;11.9;55.2
09.09.2024;17:01:05;11.9;55.4
09.09.2024;17:01:10;11.9;55.6
09.09.2024;17:01:15;11.9;55.8
09.09.2024;17:01:20;11.9;56.0
09.09.2024;17:01:25;11.9;56.2
09.09.2024;17:01:30;11.9;56.4
09.09.2024;17:01:35;11.9;56.6
09.09.2024;17:01:40;11.9;56.9
09.09.2024;17:01:45;11.9;57.1
09.09.2024;17:01:50;11.9;57.3
09.09.2024;17:01:55;11.9;57.6
09.09.2024;17:02:00;11.9;57.9
09.09.2024;17:02:05;11.9;58.1
09.09.2024;17:02:10;11.9;58.3
09.09.2024;17:02:15;11.9;58.6
09.09.2024;17:02:20;11.8;58.7
09.09.2024;17:02:25;11.9;59.1
09.09.2024;17:02:30;11.9;59.4
09.09.2024;17:02:35;11.9;59.7
09.09.2024;17:02:40;11.9;59.7
09.09.2024;17:02:45;11.9;60.1
09.09.2024;17:02:50;11.9;60.3
09.09.2024;17:02:55;11.9;60.6
09.09.2024;17:03:00;11.8;60.7
09.09.2024;17:03:05;11.9;61.0
09.09.2024;17:03:10;11.9;61.2
09.09.2024;17:03:15;11.9;61.4
09.09.2024;17:03:20;11.9;61.6
09.09.2024;17:03:25;11.9;61.8
09.09.2024;17:03:30;11.9;62.0
09.09.2024;17:03:35;11.8;62.1
09.09.2024;17:03:40;11.9;62.4
09.09.2024;17:03:45;11.9;62.6
09.09.2024;17:03:50;11.9;62.8
09.09.2024;17:03:55;11.8;62.9
09.09.2024;17:04:00;11.8;63.1
09.09.2024;17:04:05;11.9;63.3
09.09.2024;17:04:10;11.8;63.5
09.09.2024;17:04:15;11.9;63.6
09.09.2024;17:04:20;11.9;63.8
09.09.2024;17:04:25;11.9;63.9
09.09.2024;17:04:30;11.9;64.1
09.09.2024;17:04:35;11.9;64.3
09.09.2024;17:04:40;11.9;64.5
09.09.2024;17:04:45;11.9;64.7
09.09.2024;17:04:50;11.9;64.9
09.09.2024;17:04:55;11.8;65.0
09.09.2024;17:05:00;11.9;65.3
09.09.2024;17:05:05;11.9;65.4
09.09.2024;17:05:10;11.9;65.6
09.09.2024;17:05:15;11.9;65.7
09.09.2024;17:05:20;11.9;65.8
09.09.2024;17:05:25;11.8;65.9
09.09.2024;17:05:30;11.9;66.1
09.09.2024;17:05:35;11.9;66.3
09.09.2024;17:05:40;11.9;66.5
09.09.2024;17:05:45;11.9;66.7
09.09.2024;17:05:50;11.8;66.7
09.09.2024;17:05:55;11.9;67.0
09.09.2024;17:06:00;11.9;67.1
09.09.2024;17:06:05;11.9;67.2
09.09.2024;17:06:10;11.9;67.3
09.09.2024;17:06:15;11.9;67.4
09.09.2024;17:06:20;11.9;67.5
09.09.2024;17:06:25;11.9;67.6
09.09.2024;17:06:30;11.9;67.7
09.09.2024;17:06:35;11.9;67.8
09.09.2024;17:06:40;11.9;68.0
09.09.2024;17:06:45;11.9;68.1
09.09.2024;17:06:50;11.9;68.2
09.09.2024;17:06:55;11.9;68.3
09.09.2024;17:07:00;11.9;68.5
09.09.2024;17:07:05;11.9;68.6
09.09.2024;17:07:10;11.9;68.8
09.09.2024;17:07:15;11.9;69.0
09.09.2024;17:07:20;11.9;69.1
09.09.2024;17:07:25;11.9;69.2
09.09.2024;17:07:30;11.9;69.4
09.09.2024;17:07:35;11.9;69.5
09.09.2024;17:07:40;11.9;69.6
09.09.2024;17:07:45;11.9;69.7
09.09.2024;17:07:50;11.9;69.7
09.09.2024;17:07:55;11.9;69.8
09.09.2024;17:08:00;11.9;69.9
09.09.2024;17:08:05;11.9;69.9
09.09.2024;17:08:10;11.9;70.1
09.09.2024;17:08:15;11.9;70.2
09.09.2024;17:08:20;11.9;70.3
09.09.2024;17:08:25;11.9;70.4
09.09.2024;17:08:30;11.9;70.6
