Date;Time;Temperature  (C);Humidity  (%)
05.09.2024;00:06:00;6.4;
05.09.2024;00:06:10;6.4;81.1
05.09.2024;00:06:15;6.4;NaN
05.09.2024;00:06:20;6.4;81.3
05.09.2024;25:70;6.4;
05.09.2024;00:06:30;6.4;81.6
05.09.2024;00:06:35;6.4;81.8
05.09.2024;00:06:40;6.4;  81.9    
05.09.2024;00:06:45;6.4;82.0
05.09.2024;00:06:50;6.4;999
05.09.2024;00:06:55;;82.0
05.09.2024;00:07:05;6.4;82.0
05.09.2024;00:07:10;;81.7
05.09.2024;00:07:15;6.5;81.6
05.09.2024;00:07:20;6.5;81.4
05.09.2024;00:07:25;NaN;81.1
05.09.2024;00:07:30;999;80.8
05.09.2024;00:07:35;6.4;80.3
05.09.2024;00:07:40;6.4;79.9
05.09.2024;00:07:45;6.4;79.6
05.09.2024;00:07:50;6.4;79.3
05.09.2024;00:07:55;6.4;78.9
05.09.2024;00:08:00;6.4;78.4
05.09.2024;00:08:05;6.4;78.1
05.09.2024;00:08:10;6.4;
05.09.2024;00:08:15;999;77.2
05.09.2024;00:08:20;6.4;NaN


05.09.2024;00:08:25;6.4;NaN
05.09.2024;00:08:30;6.4;
05.09.2024;00:08:35;6.4;75.6
05.09.2024;00:08:40;6.3;NaN
05.09.2024;00:08:45;6.3;74.7
05.09.2024;00:08:50;6.4;74.5

05.09.2024;00:08:55;6.3;74.1
05.09.2024;00:09:00;6.3;73.9
05.09.2024;00:09:05;6.3;73.6
05.09.2024;00:09:10;6.3;73.4
05.09.2024;00:09:15;6.3;73.2
05.09.2024;00:09:20;6.3;73.1
05.09.2024;00:09:25;6.3;73.0
05.09.2024;00:09:30;6.2;72.9
05.09.2024;00:09:35;6.2;NaN
05.09.2024;00:09:40;6.2;72.9
05.09.2024;00:09:45;6.2;72.9
05.09.2024;00:09:55;6.2;73.1
05.09.2024;00:10:00;6.2;73.1
05.09.2024;00:10:05;6.2;73.2
05.09.2024;00:10:10;6.2;73.4
05.09.2024;00:10:15;6.2;999
05.09.2024;00:10:20;6.2;73.7
05.09.2024;00:10:25;6.2;73.8
05.09.2024;00:10:30;0.0;74.0
05.09.2024;00:10:35;6.2;74.2
05.09.2024;00:10:40;6.2;74.5
05.09.2024;00:10:45;6.2;74.7
05.09.2024;00:10:50;6.2;74.9
05.09.2024;00:10:55;6.2;75.2
05.09.2024;00:11:00;6.2;75.4
05.09.2024;00:11:05;6.2;75.5
05.09.2024;00:11:10;6.3;75.8
05.09.2024;00:11:15;NaN;76.0
05.09.2024;00:11:20;6.3;76.2
05.09.2024;00:11:25;6.2;76.4
05.09.2024;00:11:30;6.3;76.7
05.09.2024;00:11:35;6.3;76.9
05.09.2024;00:11:40;6.3;77.1
05.09.2024;00:11:45;6.3;77.3
05.09.2024;00:11:50;NaN;77.5
05.09.2024;00:11:55;6.3;77.8
05.09.2024;00:12:05;6.3;78.1
05.09.2024;00:12:10;6.3;78.1
05.09.2024;00:12:15;6.3;78.4
05.09.2024;00:12:20;6.3;78.6
05.09.2024;00:12:25;6.3;NaN
05.09.2024;00:12:30;6.3;78.9
05.09.2024;00:12:35;6.3;79.1
05.09.2024;00:12:40;6.3;79.3
05.09.2024;00:12:45;6.3;79.5
05.09.2024;00:12:50;6.3;79.7
05.09.2024;00:12:55;6.3;79.9
05.09.2024;00:13:00;6.4;80.1
05.09.2024;00:13:05;6.4;80.2
05.09.2024;00:13:10;6.3;80.3

05.09.2024;00:13:15;6.4;80.6
05.09.2024;00:13:20;6.4;80.8
05.09.2024;00:13:25;;80.9
05.09.2024;00:13:30;6.4;81.1

05.09.2024;00:13:35;6.4;
05.09.2024;00:13:40;6.4;81.3
05.09.2024;00:13:45;6.4;81.5
05.09.2024;00:13:50;6.4;81.6
05.09.2024;00:13:55;6.4;81.8
05.09.2024;00:14:00;NaN;81.9
05.09.2024;00:14:05;6.5;82.1
05.09.2024;00:14:10;6.4;82.2
05.09.2024;00:14:15;6.4;82.3
05.09.2024;00:14:20;6.4;82.5
05.09.2024;00:14:25;6.4;82.6
05.09.2024;00:14:30;6.4;82.7
05.09.2024;00:14:35;6.4;82.8
05.09.2024;00:14:40;6.5;83.0
05.09.2024;00:14:45;6.5;83.1


05.09.2024;00:14:50;6.5;83.2
05.09.2024;00:14:55;6.5;83.2
05.09.2024;00:15:00;NaN;83.1
05.09.2024;00:15:05;6.5;83.0
05.09.2024;00:15:10;6.5;82.9
05.09.2024;00:15:15;6.5;82.7
05.09.2024;00:15:20;6.5;82.6
05.09.2024;00:15:25;6.4;82.3
05.09.2024;00:15:30;6.5;82.2
05.09.2024;00:15:35;6.5;82.0
05.09.2024;00:15:40;6.5;81.7
05.09.2024;00:15:45;6.5;81.5
05.09.2024;00:15:50;6.5;81.2
05.09.2024;00:15:55;6.5;80.9
05.09.2024;00:16:00;;80.7
05.09.2024;00:16:05;6.4;80.3
05.09.2024;00:16:10;6.5;80.1
05.09.2024;00:16:15;6.4;79.8
05.09.2024;00:16:20;6.5;79.6
05.09.2024;00:16:25;;79.3
05.09.2024;00:16:30;6.5;0.0
05.09.2024;00:16:35;6.4;78.8
05.09.2024;00:16:40;6.4;78.5
05.09.2024;00:16:45;6.4;78.3
05.09.2024;00:16:50;6.4;78.1
05.09.2024;00:16:55;6.4;78.1
05.09.2024;00:17:00;6.4;78.1
05.09.2024;00:17:05;;NaN
05.09.2024;00:17:10;;NaN
05.09.2024;00:17:15;6.4;78.1
05.09.2024;00:17:20;6.4;78.1
05.09.2024;00:17:25;6.4;78.1
05.09.2024;00:17:30;6.4;78.1
05.09.2024;00:17:35;6.4;78.4
05.09.2024;00:17:40;6.4;78.6
05.09.2024;00:17:45;6.4;78.6
05.09.2024;00:17:50;6.4;78.8
05.09.2024;00:17:55;6.4;78.9
05.09.2024;00:18:00;6.4;79.1
05.09.2024;00:18:05;;79.3
05.09.2024;00:18:10;6.4;79.4

05.09.2024;00:18:15;6.4;79.5
05.09.2024;00:18:20;6.4;79.7
05.09.2024;00:18:25;6.4;79.9
05.09.2024;25:70;6.4;  80.0    
05.09.2024;00:18:35;6.5;80.2
05.09.2024;00:18:40;6.5;0.0
05.09.2024;00:18:45;6.5;80.5
05.09.2024;00:18:50;6.5;80.7
05.09.2024;00:18:55;6.5;80.9
05.09.2024;00:19:00;;81.1
05.09.2024;00:19:05;6.5;81.1
05.09.2024;00:19:10;6.5;
05.09.2024;00:19:15;6.5;
05.09.2024;00:19:20;6.5;81.7
05.09.2024;00:19:30;6.5;82.2
05.09.2024;00:19:35;;82.3
05.09.2024;00:19:40;6.5;NaN
05.09.2024;00:19:45;6.5;82.6
05.09.2024;00:19:50;;NaN
05.09.2024;00:19:55;6.5;0.0
05.09.2024;00:20:00;6.5;83.0
05.09.2024;00:20:05;6.5;83.2
05.09.2024;00:20:10;6.5;83.3
05.09.2024;00:20:15;6.6;83.4
05.09.2024;00:20:20;6.5;83.5
05.09.2024;00:20:25;6.6;83.6
05.09.2024;00:20:30;6.6;NaN

05.09.2024;00:20:35;6.6;83.8
05.09.2024;00:20:40;6.5;83.9
05.09.2024;00:20:45;6.7;84.0
05.09.2024;00:20:50;6.6;84.0
05.09.2024;00:20:55;6.6;84.0
05.09.2024;00:21:00;6.6;
05.09.2024;00:21:05;6.6;83.8
05.09.2024;00:21:10;-99;83.7
05.09.2024;00:21:15;6.6;83.5
    05.09.2024  ;00:21:20;6.6;NaN
05.09.2024;00:21:25;6.6;83.1
05.09.2024;00:21:30;6.6;82.7
05.09.2024;00:21:35;6.6;0.0
05.09.2024;00:21:40;6.6;81.9
05.09.2024;00:21:45;6.6;81.6
05.09.2024;00:21:55;6.6;80.8
05.09.2024;00:22:00;6.6;80.4


05.09.2024;00:22:05;6.6;80.0
05.09.2024;00:22:10;6.6;79.6
05.09.2024;00:22:15;6.6;79.2
05.09.2024;00:22:20;6.5;78.7
05.09.2024;00:22:25;6.5;78.2
05.09.2024;00:22:30;6.5;77.9
05.09.2024;00:22:35;NaN;77.5
05.09.2024;00:22:45;6.5;76.8
05.09.2024;00:22:50;6.5;76.6
05.09.2024;00:22:55;6.5;76.3


05.09.2024;00:23:00;6.5;76.0
05.09.2024;00:23:05;;75.6
05.09.2024;00:23:10;6.5;75.3
05.09.2024;00:23:15;6.5;75.0
05.09.2024;00:23:20;6.4;74.7
05.09.2024;00:23:25;6.5;74.4
05.09.2024;00:23:30;6.4;74.1
05.09.2024;00:23:35;6.4;NaN
05.09.2024;00:23:40;6.4;73.4
05.09.2024;00:23:45;6.4;73.1
05.09.2024;00:23:50;6.4;72.8
05.09.2024;00:23:55;6.4;72.6
05.09.2024;00:24:00;6.3;72.2
05.09.2024;00:24:05;6.3;72.0
05.09.2024;00:24:10;6.3;71.6
05.09.2024;00:24:15;6.3;71.3
05.09.2024;00:24:20;6.3;70.8
05.09.2024;00:24:25;6.3;70.5
05.09.2024;00:24:30;6.3;70.2


05.09.2024;00:24:35;6.2;70.1
05.09.2024;00:24:40;6.2;70.0
05.09.2024;00:24:45;6.3;70.0
05.09.2024;00:24:50;6.2;69.9
05.09.2024;00:24:55;6.2;70.0
05.09.2024;00:25:00;6.2;70.0

05.09.2024;00:25:05;;


05.09.2024;00:25:10;6.2;70.1
05.09.2024;00:25:15;6.1;NaN
05.09.2024;00:25:20;6.2;70.3
05.09.2024;00:25:25;6.2;70.4
05.09.2024;00:25:30;6.2;70.5
05.09.2024;00:25:35;6.1;70.7
05.09.2024;00:25:40;6.1;NaN
05.09.2024;00:25:50;6.1;71.3

05.09.2024;00:25:55;6.2;71.5
05.09.2024;00:26:00;6.2;71.7
05.09.2024;25:70;;72.0
05.09.2024;00:26:10;6.2;72.2
05.09.2024;00:26:15;6.2;-99
05.09.2024;00:26:20;;72.7
05.09.2024;00:26:25;6.2;999
05.09.2024;00:26:30;6.2;73.2
05.09.2024;00:26:35;6.2;73.4
05.09.2024;00:26:40;6.2;73.6
05.09.2024;00:26:45;6.2;73.9
05.09.2024;00:26:50;;74.1
05.09.2024;00:26:55;6.2;74.4
05.09.2024;00:27:00;;74.6
05.09.2024;00:27:05;6.2;74.8
05.09.2024;00:27:10;6.2;75.1
05.09.2024;00:27:20;0.0;75.5
05.09.2024;00:27:25;NaN;75.8
05.09.2024;00:27:30;6.2;75.9
05.09.2024;00:27:35;6.3;76.3
05.09.2024;00:27:45;999;76.7
05.09.2024;00:27:50;6.3;76.8
05.09.2024;25:70;6.3;77.0
05.09.2024;00:28:00;6.3;77.2
05.09.2024;25:70;6.3;77.3
05.09.2024;00:28:10;6.3;
05.09.2024;00:28:15;6.3;77.6
05.09.2024;00:28:20;6.3;77.6
05.09.2024;00:28:25;6.3;77.7
05.09.2024;00:28:30;6.3;77.6
05.09.2024;00:28:35;6.3;77.5
05.09.2024;00:28:40;6.3;
05.09.2024;25:70;6.3;77.2
05.09.2024;00:28:50;;77.1
05.09.2024;00:28:55;6.3;76.9
05.09.2024;00:29:00;6.3;76.7
05.09.2024;00:29:05;6.3;76.4
05.09.2024;00:29:10;6.3;76.3
05.09.2024;00:29:15;6.3;76.1
05.09.2024;00:29:20;6.3;0.0
05.09.2024;00:29:25;6.3;75.8
05.09.2024;00:29:30;6.3;NaN
05.09.2024;00:29:35;6.3;75.5
05.09.2024;00:29:40;6.3;75.4
05.09.2024;00:29:45;6.3;NaN
05.09.2024;00:29:50;-99;NaN
05.09.2024;00:29:55;6.3;75.3
05.09.2024;00:30:00;6.3;75.3
05.09.2024;00:30:05;6.3;
05.09.2024;00:30:10;6.3;75.5
05.09.2024;00:30:15;6.3;75.6
05.09.2024;00:30:20;6.3;75.7
05.09.2024;00:30:25;6.3;75.8
05.09.2024;00:30:30;6.3;75.9
05.09.2024;00:30:35;6.3;76.0
05.09.2024;00:30:40;6.3;76.2
05.09.2024;00:30:45;6.3;76.3
05.09.2024;00:30:50;6.3;76.4
05.09.2024;00:30:55;6.3;76.6
05.09.2024;00:31:00;;76.8
05.09.2024;00:31:05;6.3;77.0
05.09.2024;00:31:10;-99;77.2
05.09.2024;00:31:15;6.3;NaN
05.09.2024;00:31:20;6.3;77.5
05.09.2024;00:31:25;6.3;77.7


05.09.2024;00:31:30;6.3;78.1
05.09.2024;00:31:35;;78.1
05.09.2024;00:31:40;6.3;78.1
05.09.2024;00:31:45;6.3;999
05.09.2024;00:31:50;NaN;78.6
05.09.2024;00:31:55;6.3;78.8
05.09.2024;00:32:00;6.3;79.0
05.09.2024;00:32:05;6.3;79.1
05.09.2024;00:32:10;6.3;79.3
05.09.2024;00:32:15;6.3;79.5
05.09.2024;00:32:20;6.3;79.6
05.09.2024;00:32:25;6.3;79.8


05.09.2024;00:32:30;6.3;80.0
05.09.2024;00:32:35;6.4;80.2
05.09.2024;00:32:40;6.3;80.3
05.09.2024;00:32:45;6.4;80.6
05.09.2024;00:32:50;6.4;80.8
05.09.2024;00:33:00;6.4;81.0
05.09.2024;00:33:05;6.4;81.2
05.09.2024;00:33:10;6.4;81.4
05.09.2024;00:33:15;;81.5
05.09.2024;00:33:20;999;81.7
05.09.2024;00:33:25;6.4;81.9
05.09.2024;00:33:30;6.4;82.0
05.09.2024;00:33:35;;82.1
05.09.2024;00:33:40;6.4;-99
05.09.2024;00:33:45;6.4;82.4
05.09.2024;00:33:50;6.4;82.6
05.09.2024;00:33:55;6.4;82.7
05.09.2024;00:34:00;6.4;82.8


05.09.2024;00:34:05;6.5;0.0
05.09.2024;25:70;6.5;82.8
05.09.2024;00:34:15;6.5;82.8
05.09.2024;00:34:20;6.5;
05.09.2024;00:34:25;6.5;82.4
05.09.2024;00:34:35;6.5;81.9
05.09.2024;00:34:45;6.4;81.1
05.09.2024;00:34:50;6.5;80.8
05.09.2024;00:34:55;6.5;80.3
05.09.2024;00:35:00;6.4;79.7
05.09.2024;00:35:05;6.4;
05.09.2024;00:35:10;NaN;78.9
05.09.2024;00:35:15;6.4;78.6

05.09.2024;00:35:20;6.4;78.1
05.09.2024;00:35:25;6.3;77.7
05.09.2024;00:35:30;6.4;999
05.09.2024;00:35:35;6.4;76.9
05.09.2024;00:35:40;6.4;76.6
05.09.2024;00:35:45;6.4;NaN
05.09.2024;00:35:55;6.3;75.3
05.09.2024;00:36:00;6.3;999
05.09.2024;00:36:05;-99;74.5
05.09.2024;00:36:10;6.3;74.1
05.09.2024;00:36:15;6.3;73.8
05.09.2024;00:36:20;6.3;73.5
05.09.2024;00:36:25;6.3;NaN
05.09.2024;00:36:30;6.2;72.9
05.09.2024;00:36:35;6.2;72.7
05.09.2024;00:36:40;6.2;
05.09.2024;00:36:45;6.1;72.5
05.09.2024;00:36:50;999;72.5
05.09.2024;00:36:55;6.2;72.5
05.09.2024;00:37:00;;72.5
05.09.2024;00:37:05;6.2;72.5
05.09.2024;00:37:10;6.2;72.6
05.09.2024;00:37:15;-99;NaN
05.09.2024;00:37:20;6.2;72.8
05.09.2024;00:37:25;6.2;72.8
05.09.2024;00:37:30;6.2;73.0
05.09.2024;00:37:35;6.2;73.1
05.09.2024;00:37:40;6.2;73.3


05.09.2024;00:37:45;6.2;73.4
05.09.2024;00:37:50;;73.7
05.09.2024;00:37:55;6.2;73.9
05.09.2024;00:38:00;;74.1
05.09.2024;00:38:05;999;74.2
05.09.2024;00:38:10;6.2;74.5
05.09.2024;00:38:15;6.2;
05.09.2024;00:38:20;6.2;74.9
05.09.2024;00:38:25;6.2;75.1
05.09.2024;00:38:30;NaN;75.3
05.09.2024;00:38:35;6.2;75.6
05.09.2024;00:38:40;6.2;75.8
05.09.2024;00:38:45;6.2;76.0
05.09.2024;00:38:50;6.2;76.2


05.09.2024;00:38:55;6.2;76.5
05.09.2024;00:39:00;6.2;76.7
05.09.2024;00:39:05;6.2;76.9
05.09.2024;00:39:10;6.2;77.1
05.09.2024;00:39:15;6.2;77.3
05.09.2024;00:39:20;6.2;77.5
05.09.2024;00:39:25;6.3;77.7
05.09.2024;00:39:30;6.3;NaN
05.09.2024;00:39:35;6.3;78.1
05.09.2024;00:39:40;6.3;78.2
05.09.2024;00:39:45;6.3;78.5
05.09.2024;00:39:55;6.3;78.9
05.09.2024;00:40:00;6.3;79.2
05.09.2024;00:40:05;6.3;79.3
05.09.2024;00:40:10;6.3;79.6
05.09.2024;00:40:15;6.3;
05.09.2024;00:40:20;6.3;79.9
05.09.2024;00:40:25;NaN;80.0
05.09.2024;00:40:30;6.3;80.2

05.09.2024;00:40:35;6.3;
05.09.2024;00:40:40;6.3;80.4


05.09.2024;00:40:45;6.4;80.6
05.09.2024;00:40:50;6.3;80.7
05.09.2024;00:41:00;;81.0
05.09.2024;00:41:05;6.4;81.3
05.09.2024;00:41:10;6.4;81.5
05.09.2024;00:41:15;;81.6
05.09.2024;00:41:20;6.4;81.7
05.09.2024;00:41:25;0.0;81.9
05.09.2024;00:41:35;999;82.1
05.09.2024;00:41:40;6.4;82.2
05.09.2024;00:41:45;6.4;82.4
05.09.2024;00:41:50;6.4;82.4
05.09.2024;00:41:55;6.4;82.5
05.09.2024;00:42:05;6.5;
05.09.2024;00:42:10;6.4;82.5
05.09.2024;00:42:15;6.4;82.4

05.09.2024;00:42:20;6.4;999
05.09.2024;00:42:25;6.4;82.2
05.09.2024;00:42:30;6.4;81.9
05.09.2024;00:42:35;6.4;81.7
05.09.2024;00:42:40;6.4;81.4
05.09.2024;00:42:45;6.4;81.1
05.09.2024;00:42:50;6.4;80.8
05.09.2024;00:42:55;6.4;80.5
05.09.2024;00:43:00;-99;80.3
05.09.2024;00:43:05;6.4;80.0
05.09.2024;00:43:10;6.4;79.8
05.09.2024;00:43:15;6.4;NaN
05.09.2024;00:43:20;6.4;
05.09.2024;00:43:25;NaN;78.9
05.09.2024;00:43:30;6.4;78.7
05.09.2024;00:43:35;6.4;78.5
05.09.2024;00:43:40;6.4;78.2
05.09.2024;00:43:45;NaN;78.1
05.09.2024;00:43:50;6.4;78.1
05.09.2024;00:43:55;6.3;77.9
05.09.2024;00:44:00;6.4;77.8
05.09.2024;00:44:05;;
05.09.2024;00:44:10;6.4;77.7
05.09.2024;00:44:15;6.4;77.7
05.09.2024;00:44:20;6.4;77.7
05.09.2024;00:44:25;6.4;77.7
05.09.2024;00:44:30;6.4;77.8
05.09.2024;00:44:35;6.4;77.9
05.09.2024;00:44:40;6.4;78.1
05.09.2024;00:44:45;;78.1
05.09.2024;00:44:50;6.4;78.1
05.09.2024;00:44:55;6.4;78.1
05.09.2024;00:45:00;6.4;NaN
05.09.2024;00:45:05;6.4;78.6
05.09.2024;00:45:15;6.4;78.9
05.09.2024;00:45:20;6.4;79.1
05.09.2024;00:45:25;6.4;
05.09.2024;00:45:30;6.4;NaN
05.09.2024;00:45:35;6.4;
05.09.2024;25:70;6.4;79.8
05.09.2024;00:45:45;6.4;80.0
05.09.2024;00:45:50;6.4;80.1
05.09.2024;00:45:55;999;80.3
05.09.2024;00:46:00;6.4;80.4
05.09.2024;00:46:05;6.5;-99
05.09.2024;00:46:10;6.4;80.8
05.09.2024;00:46:15;6.4;81.0
05.09.2024;00:46:20;6.4;81.1
05.09.2024;00:46:25;6.4;81.3
05.09.2024;00:46:30;6.4;81.4
05.09.2024;00:46:35;6.5;81.6
05.09.2024;00:46:40;6.4;81.6
05.09.2024;00:46:45;6.4;81.8
05.09.2024;00:46:50;6.5;82.0
05.09.2024;00:46:55;6.4;82.2
05.09.2024;00:47:00;6.5;82.3
05.09.2024;00:47:05;6.5;82.5
05.09.2024;00:47:10;6.5;82.6
05.09.2024;00:47:15;6.5;
05.09.2024;00:47:20;6.5;83.1
05.09.2024;00:47:25;NaN;999
05.09.2024;00:47:30;6.5;83.3
05.09.2024;00:47:35;;83.4
05.09.2024;00:47:40;6.5;83.5
05.09.2024;00:47:45;6.5;83.6
05.09.2024;00:47:50;;
05.09.2024;00:47:55;6.5;83.7
05.09.2024;00:48:00;6.5;83.8
05.09.2024;00:48:05;6.5;83.7
05.09.2024;00:48:10;;83.6
05.09.2024;00:48:15;6.5;83.5
05.09.2024;00:48:20;6.5;83.4
05.09.2024;00:48:30;NaN;82.8
05.09.2024;00:48:35;6.5;82.6
05.09.2024;00:48:40;6.6;82.3
05.09.2024;00:48:45;6.5;81.7
05.09.2024;00:48:50;6.5;0.0
05.09.2024;00:48:55;6.5;81.1

05.09.2024;00:49:00;6.5;80.7
05.09.2024;00:49:05;6.5;80.2
05.09.2024;00:49:10;6.5;79.9
05.09.2024;00:49:15;;79.5


05.09.2024;00:49:20;6.5;79.1
05.09.2024;00:49:25;6.5;78.7
05.09.2024;00:49:30;6.5;78.2
05.09.2024;00:49:35;NaN;78.1
05.09.2024;00:49:40;6.4;77.6
05.09.2024;00:49:45;;
05.09.2024;25:70;6.4;77.0
05.09.2024;00:49:55;6.4;76.6
05.09.2024;00:50:00;6.4;76.3
05.09.2024;00:50:05;6.4;76.1
05.09.2024;00:50:10;6.4;75.8
05.09.2024;00:50:15;6.4;75.6
05.09.2024;00:50:20;6.4;75.3
05.09.2024;00:50:25;NaN;75.1
05.09.2024;00:50:30;6.4;74.8
05.09.2024;00:50:35;;74.6
05.09.2024;00:50:40;6.3;74.1
05.09.2024;00:50:45;6.3;NaN
05.09.2024;00:50:50;6.3;73.5
05.09.2024;00:50:55;6.3;73.2


05.09.2024;00:51:00;6.3;73.1
05.09.2024;00:51:05;NaN;
05.09.2024;00:51:10;6.3;72.5
05.09.2024;00:51:15;-99;72.1
05.09.2024;00:51:20;6.3;71.7


05.09.2024;00:51:25;6.3;71.3

05.09.2024;00:51:30;6.2;
05.09.2024;00:51:35;-99;70.6
05.09.2024;00:51:40;6.2;
05.09.2024;00:51:45;6.2;70.4
05.09.2024;00:51:50;6.2;70.3

05.09.2024;00:51:55;6.2;70.3
05.09.2024;00:52:00;6.2;70.3
05.09.2024;00:52:05;NaN;70.3
05.09.2024;00:52:10;NaN;70.3
05.09.2024;00:52:15;6.1;70.3
05.09.2024;00:52:25;6.1;70.6
05.09.2024;00:52:30;6.1;70.7
05.09.2024;00:52:35;6.1;70.8
05.09.2024;00:52:40;NaN;70.9
05.09.2024;00:52:45;6.1;71.0
05.09.2024;00:52:50;6.1;71.3
05.09.2024;00:53:00;6.1;
05.09.2024;00:53:05;6.1;72.0
05.09.2024;00:53:15;6.1;72.3
05.09.2024;00:53:20;6.1;72.6
05.09.2024;00:53:25;6.1;72.8
05.09.2024;00:53:30;NaN;73.1
05.09.2024;00:53:35;6.1;0.0
05.09.2024;00:53:40;6.1;999
05.09.2024;00:53:45;-99;73.8
05.09.2024;00:53:50;6.1;74.0
05.09.2024;00:53:55;;74.2
05.09.2024;00:54:00;6.2;74.4
05.09.2024;00:54:05;6.3;74.7
05.09.2024;00:54:10;6.2;75.0
05.09.2024;00:54:15;6.2;75.1
05.09.2024;00:54:20;6.2;
05.09.2024;00:54:25;6.2;75.6
05.09.2024;00:54:30;6.2;75.8
05.09.2024;00:54:40;6.2;76.3
05.09.2024;00:54:45;6.2;76.5
05.09.2024;00:54:50;6.2;76.7
05.09.2024;00:54:55;6.2;76.8
05.09.2024;00:55:00;6.2;76.9
05.09.2024;00:55:05;6.2;77.0
05.09.2024;00:55:10;6.3;77.2
05.09.2024;25:70;6.2;77.2
05.09.2024;00:55:20;6.3;
05.09.2024;00:55:25;0.0;77.4
05.09.2024;00:55:30;6.3;77.4
05.09.2024;00:55:35;6.3;77.5
05.09.2024;00:55:40;6.3;77.5
05.09.2024;00:55:45;6.3;77.5
05.09.2024;25:70;6.3;-99
05.09.2024;00:55:55;6.3;77.6
05.09.2024;00:56:00;6.3;999
05.09.2024;00:56:05;6.3;77.8
05.09.2024;00:56:10;6.3;NaN
05.09.2024;00:56:15;NaN;78.0
05.09.2024;00:56:30;;78.0
05.09.2024;00:56:35;6.3;78.0
05.09.2024;00:56:45;6.3;77.8
05.09.2024;00:56:50;6.3;77.8
05.09.2024;00:56:55;6.3;
05.09.2024;00:57:00;6.4;
05.09.2024;00:57:05;NaN;77.8
05.09.2024;00:57:10;;77.7
05.09.2024;00:57:15;6.4;77.8
05.09.2024;00:57:25;6.4;77.8
05.09.2024;00:57:30;6.4;999
05.09.2024;00:57:35;6.4;77.8
05.09.2024;00:57:40;6.4;77.8
05.09.2024;00:57:50;6.4;999
05.09.2024;00:57:55;6.4;77.8
05.09.2024;00:58:00;6.4;77.8
05.09.2024;00:58:05;6.4;77.8
05.09.2024;00:58:10;6.4;NaN
05.09.2024;00:58:15;6.4;77.8
05.09.2024;00:58:20;6.4;77.8
05.09.2024;00:58:25;6.4;77.8
05.09.2024;00:58:30;6.4;77.8
05.09.2024;00:58:35;0.0;999
05.09.2024;00:58:40;6.5;77.8
05.09.2024;00:58:50;6.5;77.8

05.09.2024;00:59:00;6.5;77.8
05.09.2024;00:59:05;6.5;
05.09.2024;00:59:10;6.5;77.8
